v0, k0, x, y, yaw, km, kf, sf
0.1,-2.70709,-0.526744,3.47672,1.5637,-0.0324671,-0.171748,5.07242
0.1,-2.70709,1.9895,3.45255,1.55319,-0.0232362,0.284297,6.10552
0.1,-2.70709,3.44141,3.4314,1.5706,0.206983,0.033822,7.71496
0.1,-2.70709,-3.00344,3.97041,1.55126,0.487538,-1.27624,6.53193
0.1,-2.70709,-2.49801,3.9807,1.51813,0.385951,-1.11416,6.13135
0.1,-2.70709,-2.02772,3.97986,1.65147,0.292097,-0.85701,5.84793
0.1,-2.70709,-1.47173,3.93435,1.59393,0.226639,-0.717086,5.73538
0.1,-2.70709,-1.08096,3.99893,1.56558,0.157048,-0.525599,5.6331
0.1,-2.70709,-0.502506,3.93933,1.57857,0.0940768,-0.323281,5.57409
0.1,-2.70709,0.464462,3.91331,1.56524,0.0324492,-0.0532935,5.72213
0.1,-2.70709,1.43558,3.94584,1.54236,0.0684471,0.0310812,6.24015
0.1,-2.70709,1.94714,3.99313,1.55899,0.103027,0.0442992,6.58149
0.1,-2.70709,2.47939,3.99467,1.57892,0.160499,0.0109505,7.05343
0.1,-2.70709,2.96909,4.04173,1.57321,0.242757,-0.0938129,7.68434
0.1,-2.70709,3.44825,3.91976,1.59603,0.576285,-0.725625,10.2479
0.1,-2.70709,-2.52432,4.4483,1.56845,0.490298,-1.16928,6.87138
0.1,-2.70709,-2.07328,4.4657,1.53183,0.405832,-1.02261,6.52779
0.1,-2.70709,-1.4932,4.47554,1.54777,0.322093,-0.803877,6.27948
0.1,-2.70709,-1.02306,4.48588,1.5599,0.264909,-0.639187,6.18127
0.1,-2.70709,-0.473185,4.42986,1.59276,0.214971,-0.478763,6.14028
0.1,-2.70709,0.490511,4.40545,1.59611,0.188889,-0.305331,6.40659
0.1,-2.70709,0.947928,4.52056,1.58089,0.190369,-0.235148,6.59966
